Node No,K value,Freequency,Avg pathloss(dB),Avg signal power(dBm),Delay,Packet loss
2,6,1870,38.3643,8.5792,0.165444,287
3,6,1870,42.5848,7.59009,0.164352,285
1,6,1880,0,0,0.169248,321
2,6,1880,42.9568,8.27892,0.163952,283
3,6,1880,44.241,8.49459,0.163424,282
1,6,1890,0,0,0.169248,321
2,6,1890,42.9707,8.79442,0.163128,282
3,6,1890,41.4552,7.56936,0.163888,284
1,6,1900,0,0,0.169248,321
2,6,1900,44.3814,8.51133,0.164016,284
3,6,1900,38.3546,8.0204,0.16376,288
1,6,1910,0,0,0.169248,321
2,6,1910,38.8595,9.19077,0.163808,285
3,6,1910,35.1818,8.02243,0.163712,288
1,6,1920,0,0,0.169248,321
2,6,1920,41.6212,8.92223,0.166976,286
3,6,1920,39.9741,8.7843,0.164042,285
1,6,1930,0,0,0.169248,321
2,6,1930,40.2981,7.74392,0.164544,286
3,6,1930,37.0162,8.61228,0.165456,289
1,6,1940,0,0,0.169248,321
2,6,1940,37.146,8.31544,0.165072,288
3,6,1940,40.2046,9.09263,0.164416,287
1,6,1950,0,0,0.169248,321
2,6,1950,35.6382,7.82763,0.165888,290
3,6,1950,42.9053,8.52491,0.164944,285
1,6,1960,0,0,0.169248,321
2,6,1960,37.346,8.72013,0.164608,288
3,6,1960,38.7464,8.18278,0.163198,286
1,6,1970,0,0,0.169248,321
2,6,1970,41.9261,8.47702,0.163896,283
3,6,1970,37.1469,8.47924,0.166064,289
1,6,1980,0,0,0.169248,321
2,6,1980,38.9416,8.47532,0.165728,287
3,6,1980,40.4137,9.24932,0.16605,287
1,6,1990,0,0,0.169248,321
2,6,1990,38.9969,7.58692,0.163376,286
3,6,1990,41.9144,8.13824,0.16421,286
1,6,2000,0,0,0.169248,321
2,6,2000,35.8465,8.51126,0.165392,289
3,6,2000,40.2503,8.25119,0.16312,285
1,8,900,102.703,0,0.20776,323
2,8,900,66.8507,3.35671,0.097056,248
3,8,900,67.378,2.365523,0.102752,248
1,8,910,102.875,0,0.207168,323
2,8,910,65.9008,3.02061,0.093824,252
3,8,910,67.7025,2.72051,0.104464,250
1,8,920,103.046,0,0.207168,323
2,8,920,64.0646,3.04353,0.102,256
3,8,920,67.4049,2.58297,0.10136,245
1,8,930,103.217,0,0.208352,323
2,8,930,69.0821,3.22124,0.096704,243
3,8,930,64.3101,2.98984,0.103744,258
1,8,940,103.386,0,0.185824,322
2,8,940,64.1837,2.27766,0.09592,254
3,8,940,61.7077,2.98509,0.105584,263
1,8,950,103.554,0,0.186416,322
2,8,950,61.8274,3.27673,0.103888,263
3,8,950,58.6805,2.47433,0.104192,266
1,8,960,103.72,0,0.187008,322
2,8,960,62.3588,3.28233,0.101648,260
3,8,960,60.6205,3.65969,0.108144,263
1,8,970,103.886,0,0.187008,322
2,8,970,58.1812,2.60638,0.104208,265
3,8,970,59.5139,2.978,0.104464,266
1,8,980,104.051,0,0.18648,322
2,8,980,60.9701,2.97917,0.104496,263
3,8,980,57.4871,3.2543,0.106032,266
1,8,990,0,0,0.166176,321
2,8,990,57.1707,3.4994,0.106864,271
3,8,990,56.8917,3.36052,0.103792,267
1,8,1000,0,0,0.166176,321
2,8,1000,58.5185,3.60875,0.108176,267
3,8,1000,58.3909,3.22433,0.106496,265
1,8,1010,0,0,0.165664,321
2,8,1010,59.8959,3.25342,0.112304,263
3,8,1010,57.035,3.87926,0.110512,269
1,8,1020,0,0,0.167232,321
2,8,1020,57.939,3.78772,0.10856,265
3,8,1020,57.95,2.99331,0.109392,265
1,8,1030,105.056,0,0.16656,320
2,8,1030,56.0407,2.35064,0.103088,267
3,8,1030,58.6719,4.43113,0.111504,267
1,8,1040,0,0,0.16664,321
2,8,1040,55.1811,3.56732,0.108624,268
3,8,1040,51.7244,3.83334,0.115312,272
1,8,1050,0,0,0.166176,321
2,8,1050,53.7254,3.94266,0.113488,270
3,8,1050,55.2031,3.7699,0.112688,270
1,8,1060,0,0,0.1676,321
2,8,1060,52.1293,4.28608,0.116192,272
3,8,1060,53.592,3.99523,0.111824,268
1,8,1070,0,0,0.167152,321
2,8,1070,52.2398,3.02713,0.111712,270
3,8,1070,53.6975,3.66151,0.115376,268
1,8,1080,0,0,0.167152,321
2,8,1080,52.1002,4.78702,0.120016,270
3,8,1080,54.4651,3.86952,0.115968,267
1,8,1090,0,0,0.166704,321
2,8,1090,55.5931,3.53746,0.11336,266
3,8,1090,53.1768,4.50251,0.121632,273
1,8,1100,0,0,0.167296,321
2,8,1100,50.5611,4.40157,0.12248,272
3,8,1100,52.1569,4.67513,0.120762,270
1,8,1110,0,0,0.169248,321
2,8,1110,49.8148,4.14736,0.120352,275
3,8,1110,55.6815,4.8209,0.129056,268
1,8,1120,0,0,0.168272,321
2,8,1120,49.9006,4.62485,0.12744,273
3,8,1120,53.373,5.08877,0.120176,269
1,8,1130,0,0,0.169248,321
2,8,1130,52.1323,3.52059,0.12472,273
3,8,1130,53.4995,5.2618,0.125632,269
1,8,1140,0,0,0.169248,321
2,8,1140,52.1323,3.52059,0.12472,273
3,8,1140,53.4995,5.2618,0.125632,269
1,8,1150,0,0,0.168352,321
2,8,1150,51.8684,5.08174,0.127152,271
3,8,1150,51.6676,4.16785,0.124912,271
1,8,1160,0,0,0.169248,321
2,8,1160,48.1864,4.74059,0.129968,275
3,8,1160,52.6604,4.24905,0.126096,270
1,8,1170,0,0,0.169248,321
2,8,1170,53.0829,5.37937,0.136176,270
3,8,1170,53.7635,4.7672,0.134976,269
1,8,1180,0,0,0.169248,321
2,8,1180,49.2961,5.36088,0.12856,274
3,8,1180,54.4613,5.27339,0.13208,268
1,8,1190,0,0,0.169248,321
2,8,1190,50.4291,4.60908,0.130256,273
3,8,1190,52.068,5.25647,0.134976,271
1,8,1200,0,0,0.169248,321
2,8,1200,50.3031,5.64201,0.136032,273
3,8,1200,50.31,5.28349,0.132016,273
1,8,1210,0,0,0.169248,321
2,8,1210,49.703,4.74904,0.136032,274
3,8,1210,51.3561,5.02203,0.135568,272
1,8,1220,0,0,0.169248,321
2,8,1220,49.467,5.30855,0.132416,274
3,8,1220,50.2052,5.414156,0.138592,273
1,8,1230,0,0,0.169248,321
2,8,1230,4837576,4.85341,0.13968,275
3,8,1230,51.4917,5.99753,0.13912,272
1,8,1240,0,0,0.169248,321
2,8,1240,47.8092,5.67068,0.14256,276
3,8,1240,49.4945,5.96248,0.139184,274
1,8,1250,0,0,0.169248,321
2,8,1250,47.7046,6.35364,0.144976,276
3,8,1250,59.6024,5.6451,0.139712,273
1,8,1260,0,0,0.1649248,321
2,8,1260,44.2458,5.60732,0.141824,279
3,8,1260,50.444,5.54562,0.14516,273
1,8,1270,0,0,0.169248,321
2,8,1270,45.5079,6.37978,0.144256,278
3,8,1270,49.7254,6.11956,0.14096,274
1,8,1280,0,0,0.169248,321
2,8,1280,46.9192,6.52202,0.14624,277
3,8,1280,49.7756,5.88774,0.14682,274
1,8,1290,0,0,0.169428,321
2,8,1290,49.8746,6.59705,0.148992,274
3,8,1290,49.872,5.83686,0.148,274
1,8,1300,0,0,0.169248,321
2,8,1300,45.8195,6.60518,0.149056,278
3,8,1300,48.891,7.14431,0.15096,275
1,8,1310,0,0,0.169248,321
2,8,1310,45.9849,6.730935,0.150704,280
3,8,1310,49.9976,6.66761,0.149904,274
1,8,1320,0,0,0.169248,321
2,8,1320,46.923,6.501,0.152016,277
3,8,1320,47.9441,6.10878,0.151872,276
1,8,1330,0,0,0.169248,321
2,8,1330,48.074,5.95306,0.149712,276
3,8,1330,45.6663,6.155,0.151344,278
1,8,1340,0,0,0.169248,321
2,8,1340,48.2371,6.70255,0.147408,276
3,8,1340,46.9092,6.15929,0.152016,277
1,8,1350,0,0,0.169248,321
2,8,1350,49.3642,6.26835,0.15096,275
3,8,1350,45.841,7.72161,0.153648,278
1,8,1360,0,0,0.169248,321
2,8,1360,46.0927,7.43612,0.152292,277
3,8,1360,47.17,6.17256,0.150832,277
1,8,1370,0,0,0.169248,321
2,8,1370,47.34235,7.63109,0.154448,277
3,8,1370,48.3898,7.36419,0.154304,276
1,8,1380,0,0,0.169248,321
2,8,1380,46.2319,8.26996,0.163672,278
3,8,1380,48.2435,5.93392,0.153264,276
1,8,1390,0,0,0.169248,321
2,8,1390,48.4557,7.52862,0.15504,276
3,8,1390,47.2181,7.59444,0.155632,277
1,8,1400,0,0,0.169248,321
2,8,1400,47.5293,7.9642,0.152992,277
3,8,1400,48.4087,7.745792,0.156736,276
1,8,1410,0,0,0.169248,321
2,8,1410,45.2171,7.76769,0.153856,279
3,8,1410,47.447,7.36411,0.155488,277
1,8,1420,0,0,0.169248,321
2,8,1420,47.7544,7.26249,0.15504,277
3,8,1420,49.7821,6.67317,0.15424,275
1,8,1430,0,0,0.169248,321
2,8,1430,45.5011,7.08915,0.155104,279
3,8,1430,46.441,6.46705,0.069504,288
1,8,1440,0,0,0.169248,321
2,8,1440,47.8271,7.25268,0.154448,277
3,8,1440,45.2749,6.63728,0.156232,279
1,8,1450,0,0,0.196248,321
2,8,1450,45.4297,6.54367,0.154224,279
3,8,1450,46.5777,7.94533,0.158384,278
1,8,1460,0,0,0.196248,321
2,8,1460,44.3898,7.07518,0.156688,280
3,8,1460,47.7445,7.59549,0.158576,277
1,8,1470,0,0,0.169248,321
2,8,1470,47.9291,7.08823,0.157856,277
3,8,1470,46.6639,7.82032,0.158,278
1,8,1480,0,0,0.169248,321
2,8,1480,46.7965,7.53912,0.155696,278
3,8,1480,41.9003,7.79943,0.158463,282
1,8,1490,0,0,0.169248,321
2,8,1490,43.4376,7.57654,0.158,281
3,8,1490,45.6907,7.63261,0.158528,279
1,8,1500,0,0,0.169248,321
2,8,1500,45.8594,6.87489,0.158,279
3,8,1500,48.0565,8.48845,0.159056,277
1,8,1510,0,0,0.169248,321
2,8,1510,48.2094,7.97314,0.159344,277
3,8,1510,45.7822,7.34465,0.158976,279
1,8,1520,0,0,0.169248,321
2,8,1520,46.0809,7.61952,0.15904,279
3,8,1520,47.0002,7.54254,0.159424,278
1,8,1530,0,0,0.169248,321
2,8,1530,47.2689,7.55825,0.159696,278
3,8,1530,45.9121,7.32576,0.160544,279
1,8,1540,0,0,0.169248,321
2,8,1540,44.9163,8.6179,0.158368,280
3,8,1540,44.9525,7.72352,0.159504,280
1,8,1550,0,0,0.169248,321
2,8,1550,44.9826,7.8808,0.159104,280
3,8,1550,43.5236,8.25772,0.159504,281
1,8,1560,0,0,0.169248,321
2,8,1560,46.2691,8.32571,0.160144,279
3,8,1560,43.5035,8.38764,0.158992,281
1,8,1570,0,0,0.169248,321
2,8,1570,43.8611,8.11955,0.160608,282
3,8,1570,46.1286,7.11117,0.16016,279
1,8,1580,0,0,0.169248,321
2,8,1580,42.621,7.45425,0.160016,281
3,8,1580,46.3115,8.41719,0.160544,279
1,8,1590,0,0,0.169248,321
2,8,1590,42.6557,7.30906,0.161136,283
3,8,1590,46.2594,7.32261,0.159424,279
1,8,1600,0,0,0.169248,321
2,8,1600,42.7601,7.38611,0.15904,282
3,8,1600,44.0739,8.10479,0.160032,281
1,8,1610,0,0,0.169248,321
2,8,1610,45.2719,7.64821,0.159488,280
3,8,1610,42.6464,7.33619,0.160544,282
1,8,1620,0,0,0.169248,321
2,8,1620,47.8801,8.32108,0.161264,278
3,8,1620,44.0618,7.99438,0.161072,281
1,8,1630,0,0,0.169248,321
2,8,1630,47.8372,7.9469,0.161344,278
3,8,1630,45.3064,7.48231,0.160544,280
1,8,1640,0,0,0.169248,321
2,8,1640,46.736,7.30483,0.15904,279
3,8,1640,44.1768,8.16551,0.1621544,283
1,8,1650,0,0,0.169248,321
2,8,1650,40.3071,8.81434,0.162784,285
3,8,1650,44.2722,7.54462,0.159696,281
1,8,1660,0,0,0.169248,321
2,8,1660,44.3679,7.28499,0.161808,283
3,8,1660,46.618,7.91738,0.159552,279
1,8,1670,0,0,0.169248,321
2,8,1670,44.3619,7.28499,0.161808,283
3,8,1670,46.618,7.91738,0.159552,279
1,8,1680,0,0,0.169248,321
2,8,1680,44.4253,7.08467,0.159472,280
3,8,1680,41.8218,8.18182,0.162784,285
1,8,1690,0,0,0.169248,321
2,8,1690,45.8716,9.06463,0.161344,280
3,8,1690,43.1465,8.0107,0.162768,282
1,8,1700,0,0,0.169248,321
2,8,1700,44.5549,7.40484,0.16128,283
3,8,1700,43.2135,8.08231,0.161584,284
1,8,1710,0,0,0.169248,321
2,8,1710,43.4037,8.18625,0.162704,283
3,8,1710,44.7189,8.05796,0.16128,281
1,8,1720,0,0,0.169248,321
2,8,1720,43.5211,7.09265,0.1616,282
3,8,1720,44.7628,8.23306,0.161712,281
1,8,1730,0,0,0.169248,321
2,8,1730,43.5211,7.09265,0.1616,282
3,8,1730,44.7628,8.23306,0.161712,281
1,8,1740,0,0,0.169248,321
2,8,1740,44.9067,8.23688,0.16,281
3,8,1740,43.3142,7.50033,0.162704,284
1,8,1750,0,0,0.169248,321
2,8,1750,46.2234,7.75774,0.16296,280
3,8,1750,39.3509,8.33981,0.162048,285
1,8,1760,0,0,0.169248,321
2,8,1760,41.0649,8.209951,0.162304,283
3,8,1760,43.5174,8.7782,0.163888,284
1,8,1770,0,0,0.169248,321
2,8,1770,41.0292,8.10321,0.162832,285
3,8,1770,43.5421,8.54218,0.163232,284
1,8,1780,0,0,0.169248,321
2,8,1780,41.0339,7.72569,0.162256,285
3,8,1780,46.2851,8.33627,0.161712,280
1,8,1790,0,0,0.169248,321
2,8,1790,42.4961,8.24406,0.16224,284
3,8,1790,44.9332,8.31946,0.162176,281
1,8,1800,0,0,0.169248,321
2,8,1800,45.0596,7.98303,0.160528,280
3,8,1800,41.1148,8.0184,0.164944,286
1,8,1810,0,0,0.169248,321
2,8,1810,43.9929,8.55081,0.16408,284
3,8,1810,41.0266,8.30158,0.161984,284
1,8,1820,0,0,0.169248,321
2,8,1820,42.4661,7.42846,0.16336,284
3,8,1820,39.6618,8.67671,0.163824,287
1,8,1830,0,0,0.169248,321
2,8,1830,38.3216,7.92866,0.161712,285
3,8,1830,42.5169,8.31532,0.164416,285
1,8,1840,0,0,0.169248,321
2,8,1840,41.491,8.54337,0.162704,285
3,8,1840,44.1046,8.95179,0.16448,284
1,8,1850,0,0,0.169248,321
2,8,1850,42.8778,7.69672,0.164544,285
3,8,1850,42.7363,8.35342,0.163296,283
1,8,1860,0,0,0.169248,321
2,8,1860,42.8442,7.56373,0.163952,285
3,8,1860,42.7747,8.55226,0.164416,285
1,8,1870,0,0,0.169248,321
2,8,1870,38.3643,8.5864,0.164544,287
3,8,1870,42.5848,7.75882,0.164944,285
1,8,1880,0,0,0.169248,321
2,8,1880,45.6899,8.6675,0.16224,281
3,8,1880,42.8365,8.44802,0.16448,285
1,8,1890,0,0,0.169248,321
2,8,1890,44.4625,8.78497,0.163488,281
3,8,1890,43.0062,8.01968,0.161188,283
1,8,1900,0,0,0.169248,321
2,8,1900,44.4656,9.03342,0.164016,284
3,8,1900,39.9283,8.16644,0.164352,287
1,8,1910,0,0,0.169248,321
2,8,1910,38.8595,9.03289,0.16328,285
3,8,1910,35.1818,8.03103,0.16313,288
1,8,1920,0,0,0.169248,321
2,8,1920,41.6212,8.78706,0.166448,286
3,8,1920,39.9741,8.74194,0.163248,285
1,8,1930,0,0,0.169248,321
2,8,1930,40.1012,7.71795,0.164016,286
3,8,1930,37.0162,8.6196,0.165604,289
1,8,1940,0,0,0.169248,321
2,8,1940,38.8103,8.15316,0.164016,287
3,8,1940,40.2046,9.01543,0.164416,287
1,8,1950,0,0,0.169248,321
2,8,1950,35.6382,7.9012,0.163888,290
3,8,1950,42.9053,8.51262,0.164944,295
1,8,1960,0,0,0.169248,321
2,8,1960,38.8997,8.57065,0.164544,288
3,8,1960,38.6814,8.84912,0.16194,286
1,8,1970,0,0,0.169248,321
2,8,1970,41.9261,8.48099,0.162896,283
3,8,1970,37.1469,8.51647,0.166064,289
1,8,1980,0,0,0.169248,321
2,8,1980,37.3416,8.41348,0.1652,288
3,8,1980,40.4137,9.19803,0.166,287
1,8,1990,0,0,0.169248,321
2,8,1990,35.6559,7.53657,0.163312,288
3,8,1990,43.2664,8.39876,0.165856,285
1,8,2000,0,0,0.169248,321
2,8,2000,37.5019,8.51441,0.165392,288
3,8,2000,40.3511,8.28071,0.16312,285
1,10,900,102.703,0,0.186416,322
2,10,900,69.54,2.71667,0.094744,239
3,10,900,68.6702,3.31394,0.104088,243
1,10,910,102.875,0,0.207168,323
2,10,910,64.3447,2.35057,0.094752,254
3,10,910,63.6124,2.17857,0.101758,255
1,10,920,103.046,0,0.207178,323
2,10,920,65.4678,2.50288,0.09302,249
3,10,920,65.9231,3.29087,0.10624,252
1,10,930,103.217,0,0.187408,322
2,10,930,63.9613,2.98085,0.148062,256
3,10,930,64.7326,2.8568,0.10328,257
1,10,940,103.386,0,0.186223,322
2,10,940,68.2144,3.01197,0.101056,255
3,10,940,63.3238,3.63983,0.103408,258
1,10,950,103.554,0,0.186816,322
2,10,950,62.8452,2.3689,0.100576,259
3,10,950,61.163,3.26724,0.101952,258
1,10,960,103.72,0,0.186608,322
2,10,960,63.4663,2.66425,0.10152,258
3,10,960,61.2337,3.93608,0.103472,262
1,10,970,103.886,0,0.1876,322
2,10,970,60.1934,3.14137,0.09776,260
3,10,970,61.2256,3.01071,0.103808,262
1,10,980,104.051,0,0.186478,322
2,10,980,55.3731,3.31921,0.102784,269
3,10,980,56.6655,3.48744,0.106504,261
1,10,990,0,0,0.166176,321
2,10,990,60.8881,3.37477,0.099552,263
3,10,990,59.0968,3.31968,0.106368,268
1,10,1000,0,0,0.166176,321
2,10,1000,57.9045,2.729,0.102976,266
3,10,1000,58.249,3.25257,0.107024,264
1,10,1010,0,0,0.145664,321
2,10,1010,59.2926,3.78669,0.108032,266
3,10,1010,59.164,3.62265,0.108144,266
1,10,1020,0,0,0.167232,321
2,10,1020,61.2614,3.52113,0.113232,260
3,10,1020,56.3794,3.77171,0.110576,266
1,10,1030,0,0,0.166112,321
2,10,1030,56.0828,3.76651,0.106256,269
3,10,1030,56.4695,3.84854,0.109456,266
1,10,1040,0,0,0.16664,321
2,10,1040,57.4199,3.52253,0.109152,265
3,10,1040,53.3992,3.81352,0.113072,268
1,10,1050,0,0,0.167296,321
2,10,1050,53.5625,4.31319,0.121776,268
3,10,1050,55.1691,5.00115,0.1288,268
1,10,1060,0,0,0.1676,321
2,10,1060,51.2618,4.84352,0.12656,273
3,10,1060,51.8883,5.0977,0.119648,270
1,10,1070,0,0,0.168128,321
2,10,1070,51.3852,4.71663,0.122096,271
3,10,1070,54.5093,7.84814,0.12454,267
1,10,1080,106.036,0,0.168272,320
2,10,1080,53.8694,3.97533,0.124608,268
3,10,1080,54.56,4.62117,0.12472,269
1,10,1090,0,0,0.168272,321
2,10,1090,53.9227,4.33946,0.126768,268
3,10,1090,54.0731,5.37578,0.131104,272
1,10,1100,0,0,0.169248,321
2,10,1100,53.1853,5.06278,0.130704,269
3,10,1100,52.0911,5.5879,0.1332,270
1,10,1110,0,0,0.169248,321
2,10,1110,52.3596,4.83905,0.125704,270
3,10,1110,53.1636,4.3292,0.134256,271
1,10,1120,0,0,0.169248,321
2,10,1120,51.5169,5.02438,0.131136,271
3,10,1120,50.5175,5.20934,0.1332,272
1,10,1130,0,0,0.169248,321
2,10,1130,48.9058,5.18039,0.135136,274
3,10,1130,53.231,5.49968,0.132016,269
1,10,1140,0,0,0.169248,321
2,10,1140,49.9981,5.75729,0.135888,273
3,10,1140,53.5088,5.08852,0.137216,271
1,10,1150,0,0,0.169248,322
2,10,1150,50.7299,5.18851,0.137808,272
3,10,1150,52.5634,5.77098,0.136752,270
1,10,1160,0,0,0.169248,321
2,10,1160,50.1597,5.47161,0.140688,273
3,10,1160,50.9101,5.48735,0.141032,272
1,10,1170,0,0,0.169248,321
2,10,1170,54.7625,6.05307,0.14432,268
3,10,1170,52.8692,5.39138,0.14208,270
1,10,1180,0,0,0.169248,321
2,10,1180,50.244,5.85827,0.138928,273
3,10,1180,53.4662,5.40998,0.143328,269
1,10,1190,0,0,0.169248,321
2,10,1190,50.354,5.67894,0.143136,273
3,10,1190,52.0803,6.52397,0.14848,271
1,10,1200,0,0,0.169248,321
2,10,1200,47.3815,5.814,0.146096,276
3,10,1200,52.904,6.38611,0.145632,270
1,10,1210,0,0,0.169248,321
2,10,1210,51.5057,5.85109,0.147872,272
3,10,1210,52.2671,6.01996,0.146816,271
1,10,1220,0,0,0.169248,321
2,10,1220,51.6361,6.14487,0.146302,272
3,10,1220,50.3685,6.2028,0.145696,273
1,10,1230,0,0,0.169248,321
2,10,1230,47.6333,5.81269,0.149648,276
3,10,1230,51.4863,6.73904,0.14791,272
1,10,1240,0,0,0.169248,321
2,10,1240,48.5018,6.99701,0.149056,275
3,10,1240,48.413,6.72546,0.148,275
1,10,1250,0,0,0.169248,321
2,10,1250,47.6369,7.10342,0.152608,276
3,10,1250,50.6024,6.45336,0.148592,273
1,10,1260,0,0,0.169248,321
2,10,1260,45.5194,5.29635,0.150768,278
3,10,1260,50.4772,6.09346,0.151616,273
1,10,1270,0,0,0.169248,321
2,10,1270,45.5079,6.39381,0.144848,278
3,10,1270,49.7254,6.13984,0.141552,274
1,10,1280,0,0,0.169248,321
2,10,1280,46.7605,6.51733,0.146688,277
3,10,1280,49.7756,5.93997,0.146816,274
1,10,1290,0,0,0.169248,321
2,10,1290,48.8224,6.72903,0.15024,275
3,10,1290,49.872,6.008,0.149184,274
1,10,1300,0,0,0.169248,321
2,10,1300,45.8195,6.66145,0.149648,278
3,10,1300,48.891,7.10092,0.15096,275
1,10,1310,0,0,0.169248,321
2,10,1310,48.0246,6.74885,0.149648,276
3,10,1310,47.9374,6.33059,0.15096,276
1,10,1320,0,0,0.169248,321
2,10,1320,46.923,6.58518,0.151552,277
3,10,1320,47.9441,6.05966,0.150832,276
1,10,1330,0,0,0.169248,321
2,10,1330,48.074,6.06988,0.1503032,276
3,10,1330,45.6663,6.14738,0.150896,278
1,10,1340,0,0,0.169248,321
2,10,1340,47.1784,6.72849,0.148,277
3,10,1340,46.9092,6.21867,0.152016,277
1,10,1350,0,0,0.169248,321
2,10,1350,48.3207,6.50047,0.152736,276
3,10,1350,46.9993,7.60309,0.1532,277
1,10,1360,0,0,0.169248,321
2,10,1360,46.097,7.45464,0.153184,277
3,10,1360,47.17,6.2391,0.150832,277
1,10,1370,0,0,0.169248,321
2,10,1370,46.4135,6.58207,0.155632,278
3,10,1370,51.3759,7.055,0.154448,273
1,10,1380,0,0,0.169248,321
2,10,1380,47.318,8.19164,0.156672,277
3,10,1380,48.2435,6.14576,0.154448,276
1,10,1390,0,0,0.169248,321
2,10,1390,48.4557,7.56602,0.155632,276
3,10,1390,48.2181,7.56634,0.155632,277
1,10,1400,0,0,0.169248,321
2,10,1400,47.5293,7.87562,0.153056,277
3,10,1400,48.4087,7.70141,0.156736,276
1,10,1410,0,0,0.169248,321
2,10,1410,45.2171,7.78178,0.154448,279
3,10,1410,47.447,7.50578,0.156672,277
1,10,1420,0,0,0.169248,321
2,10,1420,48.6908,7.93068,0.155104,276
3,10,1420,47.4899,6.85551,0.155024,277
1,10,1430,0,0,0.169248,321
2,10,1430,46.6002,7.10768,0.155104,278
3,10,1430,46.441,6.52304,0.154976,278
1,10,1440,0,0,0.169248,321
2,10,1440,48.8193,7.38149,0.155632,276
3,10,1440,45.2749,6.70434,0.156816,279
1,10,1450,0,0,0.169248,321
2,10,1450,45.4297,6.3782,0.156288,279
3,10,1450,46.5777,7.9163,0.158384,278
1,10,1460,0,0,0.169248,321
2,10,1460,44.3898,7.11669,0.156688,280
3,10,1460,47.7445,7.45303,0.155856,277
1,10,1470,0,0,0.169248,321
2,10,1470,47.9291,7.1067,0.157856,277
3,10,1470,46.6639,7.78686,0.158,278
1,10,1480,0,0,0.169248,321
2,10,1480,46.9089,8.48258,0.15688,278
3,10,1480,43.1254,7.8578,0.159056,281
1,10,1490,0,0,0.169248,321
2,10,1490,43.4376,7.57812,0.158,281
3,10,1490,75.6907,7.62111,0.158528,279
1,10,1500,0,0,0.169248,321
2,10,1500,44.6261,6.91416,0.158,280
3,10,1500,46.9197,8.2445,0.157936,278
1,10,1510,0,0,0.169248,321
2,10,1510,48.2094,7.96193,0.159344,277
3,10,1510,45.7822,7.38662,0.158976,279
1,10,1520,0,0,0.169248,321
2,10,1520,46.0809,7.71275,0.159632,279
3,10,1520,47.0002,7.49882,0.158832,278
1,10,1530,0,0,0.169248,321
2,10,1530,47.2689,7.58798,0.159696,278
3,10,1530,45.9121,7.39222,0.160544,279
1,10,1540,0,0,0.169248,321
2,10,1540,46.0367,8.53567,0.158368,279
3,10,1540,45.9785,7.7432,0.159504,279
1,10,1550,0,0,0.169248,321
2,10,1550,46.1045,7.85064,0.159104,279
3,10,1550,43.5236,8.2281,0.159504,281
1,10,1560,0,0,0.169248,321
2,10,1560,47.36165,8.27511,0.160144,278
3,10,1560,44.9191,8.22306,0.159056,280
1,10,1570,0,0,0.169248,321
2,10,1570,43.8611,8.0853,0.160708,282
3,10,1570,46.1286,7.18087,0.16016,279
1,10,1580,0,0,0.169248,321
2,10,1580,42.6959,7.3963,0.159488,281
3,10,1580,46.3115,8.36019,0.160544,279
1,10,1590,0,0,0.169248,321
2,10,1590,42.6557,7.27881,0.160544,283
3,10,1590,46.2594,7.3545,0.159424,279
1,10,1600,0,0,0.169248,321
2,10,1600,44.0233,7.39304,0.15904,281
3,10,1600,45.1649,8.0729,0.160032,280
1,10,1610,0,0,0.169248,321
2,10,1610,45.2799,7.7253,0.16208,280
3,10,1610,42.6464,7.39107,0.160544,282
1,10,1620,0,0,0.169248,321
2,10,1620,46.5726,8.26704,0.160608,279
3,10,1620,44.073,8.00492,0.161146,281
1,10,1630,0,0,0.169248,321
2,10,1630,47.8372,7.96095,0.161344,278
3,10,1630,45.3064,7.52886,0.160544,280
1,10,1640,0,0,0.169248,321
2,10,1640,46.736,7.44495,0.159632,279
3,10,1640,44.1768,8.22926,0.162332,283
1,10,1650,0,0,0.169248,321
2,10,1650,41.6834,8.66622,0.162192,284
3,10,1650,44.2772,7.5679,0.159696,281
1,10,1660,0,0,0.169248,321
2,10,1660,44.3619,7.2496,0.161216,283
3,10,1660,46.618,7.98347,0.160144,279
1,10,1670,0,0,0.169248,321
2,10,1670,43.1962,7.71833,0.160752,282
3,10,1670,40.3483,8.0075,0.161344,284
1,10,1680,0,0,0.169248,321
2,10,1680,44.4253,7.15968,0.150544,280
3,10,1680,41.8218,8.09331,0.162192,285
1,10,1690,0,0,0.169248,321
2,10,1690,45.8716,8.95971,0.161344,280
3,10,1690,44.4267,8.03814,0.178112,281
1,10,1700,0,0,0.169248,321
2,10,1700,44.5549,7.44683,0.16128,283
3,10,1700,43.2135,8.07424,0.161584,284
1,10,1710,0,0,0.169248,321
2,10,1710,43.4037,8.19478,0.162704,283
3,10,1710,45.8218,8.05969,0.16128,280
1,10,1720,0,0,0.169248,321
2,10,1720,48.3648,7.0376,0.161264,278
3,10,1720,43.2625,8.51448,0.16264,284
1,10,1730,0,0,0.169248,321
2,10,1730,46.0527,8.20402,0.162768,280
3,10,1730,47.158,8.42089,0.16424,279
1,10,1740,0,0,0.169248,321
2,10,1740,46.2349,8.29527,0.160592,280
3,10,1740,43.3142,7.55183,0.162604,284
1,10,1750,0,0,0.169248,321
2,10,1750,46.2334,7.78638,0.16296,280
3,10,1750,39.3509,8.33636,0.162048,285
1,10,1760,0,0,0.169248,321
2,10,1760,40.9377,8.11234,0.162768,285
3,10,1760,43.9057,8.08896,0.162768,284
1,10,1770,0,0,0.169248,321
2,10,1770,44.9845,7.73951,0.163952,283
3,10,1770,43.615,8.56092,0.162704,284
